row,col,spatial_block,proxy_class,role
498,400,75,5,buffer
83,319,14,5,test
281,127,41,3,development
120,126,11,1,development
77,330,14,2,test
100,468,16,1,development
0,346,5,3,buffer
606,515,97,3,development
479,188,72,1,buffer
617,210,93,1,test
210,114,31,3,development
109,529,17,1,development
186,449,26,3,development
544,189,82,2,buffer
25,572,8,5,development
96,4,10,2,development
120,19,10,2,development
353,248,53,3,test
500,519,77,4,development
622,127,91,2,development
313,228,43,1,test
611,461,96,4,development
651,494,97,3,development
441,298,64,4,test
128,561,18,5,development
328,590,48,5,development
568,101,81,2,development
142,452,26,5,development
422,347,65,3,buffer
420,273,64,3,test
185,16,20,3,development
264,545,38,3,development
190,163,22,1,buffer
115,89,11,3,development
604,563,98,1,development
564,489,87,1,development
568,71,81,2,development
282,445,46,4,development
158,97,21,3,development
93,493,17,3,development
590,138,82,5,buffer
11,484,7,4,development
128,368,15,5,buffer
276,182,42,3,buffer
528,319,74,5,test
192,234,23,2,test
73,484,17,5,development
505,569,78,4,development
277,327,44,1,test
539,336,85,4,buffer
414,603,69,4,development
113,79,11,3,development
201,211,33,2,test
220,111,31,1,development
116,331,14,5,test
7,286,4,2,test
287,68,41,1,development
504,84,71,3,development
107,225,13,3,test
208,567,38,6,development
462,482,67,4,development
119,5,10,2,development
490,517,77,4,development
649,19,90,2,development
357,415,56,5,development
203,39,30,1,development
494,254,73,4,test
545,56,80,2,development
630,176,92,1,buffer
308,375,45,4,buffer
385,347,55,1,buffer
217,584,38,6,development
175,486,27,1,development
143,498,27,1,development
572,584,88,1,development
158,463,26,5,development
288,253,43,4,test
570,278,84,4,test
564,109,81,2,development
302,606,49,4,development
331,408,46,5,development
374,450,56,4,development
115,252,13,2,test
122,255,13,2,test
567,404,86,4,development
170,406,26,5,development
105,31,10,5,development
137,579,28,4,development
340,358,55,5,buffer
221,588,38,6,development
76,372,15,1,buffer
338,455,56,5,development
551,474,87,1,development
341,603,59,5,development
183,211,23,2,test
61,336,5,2,buffer
95,409,16,2,development
616,467,96,4,development
507,233,73,5,test
375,283,54,5,test
628,68,91,3,development
144,359,25,4,buffer
629,204,93,1,test
438,175,62,1,buffer
621,467,96,4,development
364,562,58,4,development
578,543,88,1,development
147,159,22,4,buffer
387,316,54,4,test
593,435,86,4,development
214,491,37,5,development
59,270,4,3,test
625,431,96,2,development
273,252,43,1,test
75,45,10,1,development
472,304,74,3,test
63,242,3,3,test
524,46,70,3,development
547,269,84,2,test
542,400,85,4,buffer
255,466,36,1,development
372,239,53,3,test
591,4,80,2,development
604,545,98,1,development
62,350,5,5,buffer
109,36,10,5,development
60,3,0,3,development
90,100,11,3,development
394,301,54,5,test
100,106,11,3,development
584,42,80,5,development
335,257,53,4,test
509,335,75,4,buffer
75,231,13,3,test
289,287,44,1,test
406,519,67,4,development
442,605,69,4,development
221,476,37,5,development
546,37,80,2,development
180,315,24,5,test
571,105,81,2,development
108,382,15,4,buffer
341,361,55,5,buffer
191,348,25,5,buffer
433,563,68,4,development
626,110,91,2,development
189,399,25,2,buffer
614,146,92,2,buffer
34,573,8,5,development
569,234,83,5,test
517,430,76,4,development
340,147,52,1,buffer
505,276,74,4,test
350,208,53,4,test
107,253,13,2,test
119,184,12,3,buffer
603,325,94,4,test
560,176,82,1,buffer
321,120,41,3,development
203,464,36,1,development
136,521,27,3,development
563,176,82,1,buffer
518,230,73,5,test
117,60,10,3,development
314,610,49,4,development
303,418,46,4,development
317,209,43,3,test
112,567,18,5,development
232,451,36,4,development
102,274,14,2,test
427,282,64,3,test
199,461,26,1,development
290,164,42,3,buffer
113,492,17,5,development
140,615,29,4,development
149,510,27,6,development
580,102,81,2,development
34,333,4,1,test
105,260,13,2,test
209,569,38,6,development
466,17,60,1,development
167,369,25,5,buffer
473,549,78,5,development
322,409,46,4,development
472,527,77,5,development
591,394,85,4,buffer
270,499,47,5,development
42,467,6,4,development
527,67,71,2,development
123,508,17,5,development
610,115,91,2,development
512,340,75,5,buffer
617,375,95,4,buffer
465,571,68,5,development
493,292,74,4,test
55,451,6,1,development
228,571,38,1,development
609,76,91,2,development
524,336,75,5,buffer
380,14,50,4,development
59,69,1,3,development
618,519,97,3,development
391,50,50,1,development
524,86,71,2,development
286,548,48,3,development
274,449,46,4,development
244,9,30,4,development
380,397,55,3,buffer
392,277,54,3,test
609,41,90,1,development
435,444,66,5,development
392,526,57,4,development
110,362,15,4,buffer
24,74,1,3,development
223,399,35,5,buffer
615,487,97,3,development
572,377,85,4,buffer
347,477,57,4,development
39,501,7,5,development
242,184,32,1,buffer
169,499,27,6,development
338,578,58,5,development
377,356,55,5,buffer
544,478,87,1,development
236,522,37,3,development
321,602,48,4,development
555,288,84,4,test
410,575,68,4,development
300,551,48,2,development
79,507,17,5,development
139,204,23,1,test
209,553,38,6,development
505,56,70,3,development
148,456,26,5,development
95,7,10,2,development
581,172,82,1,buffer
373,59,50,1,development
106,3,10,5,development
527,43,70,3,development
230,593,38,6,development
314,283,44,3,test
593,362,85,4,buffer
500,323,74,4,test
535,140,72,1,buffer
647,416,96,1,development
358,388,55,5,buffer
146,177,22,3,buffer
628,573,98,3,development
361,403,56,5,development
249,28,30,1,development
110,546,18,5,development
7,530,7,5,development
609,5,90,2,development
301,481,47,5,development
154,464,26,5,development
26,95,1,3,development
101,447,16,3,development
137,298,24,5,test
395,574,58,4,development
165,113,21,3,development
66,69,1,3,development
490,19,70,2,development
310,435,46,5,development
88,370,15,4,buffer
149,409,26,5,development
635,590,98,3,development
442,35,60,1,development
44,280,4,1,test
602,106,81,2,development
104,71,11,3,development
39,97,1,3,development
510,595,78,4,development
127,412,16,5,development
241,576,38,3,development
372,355,55,5,buffer
550,583,88,4,development
22,44,0,2,development
258,123,31,4,development
165,289,24,4,test
508,480,77,4,development
586,508,87,1,development
645,554,98,3,development
616,211,93,1,test
396,336,55,4,buffer
535,80,71,2,development
42,209,3,3,test
548,252,83,4,test
502,473,77,4,development
582,253,83,1,test
605,90,91,2,development
55,613,9,5,development
562,73,81,2,development
519,62,70,3,development
69,212,13,1,test
232,285,34,2,test
66,612,9,5,development
524,74,71,2,development
29,304,4,1,test
6,437,6,3,development
557,57,80,2,development
259,402,36,4,development
495,516,77,4,development
541,37,80,2,development
364,375,55,5,buffer
185,78,21,1,development
458,445,66,4,development
593,12,80,2,development
287,77,41,1,development
472,531,77,5,development
269,427,46,4,development
223,499,37,2,development
223,587,38,6,development
325,113,41,3,development
540,429,86,4,development
41,21,0,3,development
193,336,25,4,buffer
507,584,78,4,development
603,579,98,1,development
85,608,19,5,development
58,0,0,3,development
609,18,90,5,development
319,57,40,2,development
259,499,37,4,development
428,516,67,4,development
587,270,84,1,test
259,11,30,3,development
36,567,8,5,development
648,287,94,3,test
447,440,66,4,development
370,30,50,1,development
498,615,79,4,development
621,109,91,2,development
224,337,35,3,buffer
223,423,36,1,development
86,506,17,5,development
292,286,44,1,test
219,330,34,3,test
550,137,82,2,buffer
492,257,73,4,test
354,424,56,5,development
480,6,70,2,development
29,253,3,1,test
188,364,25,5,buffer
37,109,1,3,development
610,182,92,1,buffer
34,483,7,3,development
181,263,23,2,test
58,614,9,5,development
621,553,98,1,development
196,322,24,4,test
567,532,87,4,development
22,348,5,2,buffer
610,233,93,6,test
437,178,62,1,buffer
36,405,6,1,development
137,186,22,3,buffer
347,398,55,5,buffer
627,107,91,2,development
462,309,64,3,test
269,494,47,5,development
495,139,72,3,buffer
573,1,80,2,development
335,433,56,5,development
9,465,6,3,development
283,30,40,3,development
40,553,8,5,development
281,175,42,1,buffer
28,513,7,5,development
318,428,46,4,development
517,81,71,2,development
155,209,23,5,test
407,66,60,5,development
137,320,24,5,test
117,29,10,2,development
222,595,38,6,development
15,465,6,3,development
194,281,24,5,test
540,63,80,2,development
42,387,5,3,buffer
64,362,5,3,buffer
22,527,7,5,development
222,465,36,5,development
301,191,42,3,buffer
256,467,36,1,development
219,380,35,4,buffer
616,182,92,1,buffer
89,261,13,3,test
309,214,43,3,test
212,88,31,3,development
21,552,8,5,development
341,449,56,5,development
350,363,55,5,buffer
643,613,99,1,development
282,97,41,3,development
344,403,56,5,development
612,380,95,4,buffer
616,200,92,2,buffer
204,111,31,3,development
403,106,61,1,development
199,240,23,1,test
426,260,63,3,test
39,227,3,3,test
82,541,18,5,development
127,283,14,5,test
285,149,42,1,buffer
98,81,11,3,development
601,89,81,2,development
151,157,22,1,buffer
620,278,94,2,test
175,228,23,5,test
142,396,25,5,buffer
34,205,3,3,test
37,131,1,3,development
586,512,87,1,development
129,98,11,3,development
219,507,37,4,development
320,341,45,1,buffer
277,118,41,1,development
35,446,6,4,development
407,406,66,4,development
150,445,26,5,development
88,415,16,2,development
607,10,90,2,development
467,607,69,5,development
629,430,96,2,development
295,174,42,1,buffer
235,35,30,1,development
525,68,71,2,development
326,419,46,4,development
527,352,75,5,buffer
31,339,5,2,buffer
593,304,84,4,test
605,221,93,6,test
603,120,91,2,development
154,22,20,3,development
102,531,17,1,development
327,469,47,4,development
567,247,83,5,test
325,506,47,1,development
634,279,94,2,test
376,209,53,1,test
461,329,64,1,test
475,251,73,3,test
177,3,20,3,development
263,300,34,4,test
479,479,77,4,development
331,34,40,1,development
386,342,55,1,buffer
493,598,78,4,development
228,599,38,6,development
569,157,82,2,buffer
223,463,36,1,development
196,487,27,4,development
581,41,80,2,development
19,556,8,5,development
173,312,24,5,test
574,543,88,1,development
567,59,80,2,development
454,499,67,4,development
629,427,96,2,development
314,575,48,4,development
288,406,46,1,development
624,124,91,2,development
19,146,2,3,buffer
154,343,25,5,buffer
2,418,6,3,development
462,192,62,1,buffer
229,153,32,3,buffer
640,59,90,2,development
10,308,4,1,test
435,557,68,4,development
92,179,12,3,buffer
71,114,11,3,development
336,234,53,1,test
292,545,48,5,development
136,220,23,1,test
194,480,27,4,development
607,140,92,2,buffer
548,39,80,2,development
365,595,58,4,development
296,341,45,4,buffer
597,379,85,4,buffer
99,471,17,1,development
476,289,74,3,test
339,5,50,1,development
84,417,16,5,development
553,59,80,2,development
67,76,11,1,development
110,275,14,2,test
106,28,10,5,development
644,613,99,3,development
362,231,53,1,test
429,463,66,5,development
229,595,38,6,development
220,425,36,1,development
241,190,32,1,buffer
465,382,65,4,buffer
402,521,67,4,development
126,288,14,5,test
459,245,63,3,test
80,49,10,1,development
234,598,38,6,development
572,57,80,5,development
99,242,13,3,test
296,585,48,4,development
554,65,80,2,development
473,315,74,3,test
67,110,11,3,development
538,39,80,2,development
63,264,3,3,test
529,84,71,2,development
447,538,68,4,development
605,209,93,1,test
241,612,39,4,development
183,272,24,4,test
1,200,2,3,buffer
568,117,81,2,development
549,72,81,2,development
517,190,72,5,buffer
626,100,91,2,development
556,110,81,2,development
86,530,17,5,development
505,391,75,5,buffer
616,303,94,2,test
19,190,2,3,buffer
57,534,7,5,development
296,601,48,4,development
230,296,34,2,test
328,473,47,4,development
6,271,4,1,test
78,330,14,2,test
63,24,0,3,development
65,127,1,3,development
534,367,75,5,buffer
180,35,20,1,development
588,104,81,2,development
212,411,36,2,development
380,282,54,5,test
168,320,24,5,test
611,557,98,1,development
517,176,72,5,buffer
138,375,25,5,buffer
119,192,12,3,buffer
613,57,90,3,development
145,395,25,5,buffer
214,183,32,3,buffer
123,233,13,5,test
488,8,70,2,development
227,394,35,5,buffer
400,262,53,5,test
207,581,38,6,development
83,475,17,2,development
393,557,58,4,development
235,8,30,1,development
56,162,2,3,buffer
606,74,91,2,development
35,170,2,3,buffer
534,573,78,4,development
202,225,33,2,test
272,87,41,3,development
279,78,41,3,development
220,355,35,4,buffer
633,509,97,1,development
215,186,32,3,buffer
573,614,89,3,development
516,284,74,5,test
14,566,8,5,development
1,516,7,5,development
544,79,81,2,development
604,136,92,5,buffer
117,33,10,5,development
631,58,90,3,development
532,401,75,4,buffer
236,156,32,1,buffer
569,51,80,2,development
458,166,62,1,buffer
628,322,94,5,test
556,162,82,1,buffer
500,86,71,2,development
567,120,81,2,development
115,12,10,2,development
336,589,58,5,development
490,74,71,3,development
68,85,11,3,development
410,250,63,5,test
589,130,81,2,development
442,195,62,1,buffer
208,438,36,1,development
151,202,23,3,test
550,526,87,1,development
216,439,36,1,development
518,120,71,1,development
532,320,74,5,test
509,312,74,4,test
213,241,33,2,test
37,527,7,5,development
232,509,37,4,development
71,79,11,3,development
404,310,64,5,test
110,402,16,5,development
244,164,32,1,buffer
20,530,7,5,development
241,188,32,1,buffer
405,209,63,5,test
117,27,10,2,development
